,hidden_state,state,q,parent,prev_action,avail_children,step,done
136,[ 0.37758709 -0.79932679  1.031761   -2.03762648],[ 0.9295569  0.3686786  0.6971895 -0.7168869  1.031761  -2.0376265],[0.42987773 0.3094758  0.2606465 ],111,0,2,24,False
137,[ 0.50797586 -1.05658047  0.25782183 -0.52218823],[ 0.87373084  0.4864097   0.49185225 -0.87067866  0.25782183 -0.52218825],[0.3875941  0.2981962  0.31420973],136,2,1,25,False
138,[ 0.47870293 -1.00705668 -0.54686785  1.01545214],[ 0.88759315  0.4606283   0.53435093 -0.84526277 -0.54686785  1.0154521 ],[0.33257404 0.29425675 0.37316924],137,2,0,26,False
139,[ 0.31727072 -0.7150806  -1.03853605  1.8655305 ],[ 0.9500904   0.31197464  0.7550404  -0.6556783  -1.0385361   1.8655305 ],[0.28476676 0.30076563 0.41446757],138,0,2,27,False
140,[ 0.06795258 -0.25493648 -1.39611934  2.63290452],[ 0.9976921   0.06790029  0.9676793  -0.25218394 -1.3961194   2.6329045 ],[0.23627834 0.3078748  0.45584688],139,1,2,28,False
141,[-0.22303219  0.31256048 -1.42724044  2.87279751],[ 0.97523123 -0.22118771  0.95154935  0.30749607 -1.4272405   2.8727975 ],[0.22321811 0.3211424  0.45563948],140,2,2,29,False
142,[-0.46964647  0.83029115 -0.98050261  2.19989038],[ 0.89172834 -0.45257106  0.67466086  0.7381278  -0.9805026   2.1998904 ],[0.25716758 0.32786754 0.41496488],141,2,2,30,False
143,[-0.58978433  1.14055711 -0.20864823  0.88734615],[ 0.83106065 -0.5561818   0.41708824  0.908866   -0.20864822  0.88734615],[0.32704937 0.3220551  0.35089552],142,1,2,31,False
144,[-0.54288538  1.15607244  0.66618713 -0.72952901],[ 0.8562216  -0.51660866  0.40293723  0.9152276   0.6661871  -0.729529  ],[0.38352302 0.31976044 0.29671657],143,0,2,32,False
145,[-0.34176723  0.87965539  1.3145954  -2.01140711],[ 0.9421638  -0.33515263  0.6374167   0.77051926  1.3145955  -2.0114071 ],[0.43853256 0.31589207 0.24557535],144,1,2,33,False
146,[ 0.05718886 -0.22666577 -1.5399603   2.99290693],[ 0.99836516  0.05715769  0.9744211  -0.22472984 -1.5399603   2.992907  ],[0.21910127 0.30766383 0.47323483],134,1,2,28,False
147,[-0.25847517  0.40384781 -1.51956937  3.11993787],[ 0.96678084 -0.25560668  0.9195558   0.39295954 -1.5195694   3.119938  ],[0.21152546 0.32409182 0.46438268],146,2,2,29,False
148,[-0.51567547  0.9546159  -0.99636424  2.29114054],[ 0.86995983 -0.49312258  0.5779223   0.81609184 -0.99636424  2.2911406 ],[0.25225168 0.33103135 0.41671693],147,2,1,30,False
149,[-0.63389281  1.27434158 -0.1773512   0.89915411],[ 0.80572796 -0.5922858   0.29213145  0.95637816 -0.1773512   0.8991541 ],[0.3241481  0.3247112  0.35114074],148,1,2,31,False
150,[-0.57804944  1.28777893  0.72231383 -0.7621086 ],[ 0.83753    -0.5463913   0.27925426  0.9602172   0.7223138  -0.7621086 ],[0.38311392 0.32130012 0.29558596],149,0,3,32,False
151,[ 0.2940748  -0.65372371 -1.27361805  2.48697687],[ 0.9570707   0.2898545   0.79382473 -0.6081466  -1.2736181   2.4869769 ],[0.2514191  0.3028953  0.44568565],138,2,2,27,False
152,[ 1.84817002e-03 -7.79392064e-02 -1.56996309e+00  3.12160237e+00],"[ 9.9999827e-01  1.8481690e-03  9.9696428e-01 -7.7860326e-02
 -1.5699631e+00  3.1216023e+00]",[0.21243453 0.3101463  0.47741917],151,1,2,28,False
153,[-0.30769433  0.55102792 -1.43227194  2.98501956],[ 0.9530344  -0.30286208  0.85198677  0.52356327 -1.432272    2.9850194 ],[0.21875635 0.32525542 0.45598826],152,2,2,29,False
154,[-0.54118375  1.06120876 -0.85855979  2.04654517],[ 0.8570995  -0.51515096  0.48781726  0.8729458  -0.8585598   2.0465453 ],[0.26563567 0.32932144 0.40504292],153,2,2,30,False
155,[-0.64143922  1.35758132 -0.1353568   0.90771949],[ 0.80123544 -0.5983492   0.2116032   0.97735566 -0.1353568   0.9077195 ],[0.323145   0.32657647 0.35027853],154,2,3,31,False
156,[-0.02255825  0.34064019  1.81350462 -3.27463692],[ 0.99974555 -0.02255634  0.942541    0.33409056  1.8135046  -3.274637  ],[0.4604691  0.31670192 0.22282891],145,0,0,34,False
157,[ 0.3315034  -0.32165262  1.62155466 -3.13941787],[ 0.94555414  0.32546493  0.94871426 -0.31613487  1.6215546  -3.139418  ],[0.4522379 0.3132256 0.2345365],156,1,2,35,False
158,[ 0.60212024 -0.87857169  1.0240079  -2.32539683],[ 0.8241366   0.5663911   0.63825136 -0.769828    1.0240079  -2.3253968 ],[0.43341556 0.3110714  0.2555131 ],157,0,2,36,False
159,[ 0.71662945 -1.20346695  0.11224525 -0.91452966],[ 0.75402397  0.65684694  0.35912424 -0.93328977  0.11224525 -0.9145297 ],[0.39502516 0.3021101  0.30286473],158,1,2,37,False
160,[ 0.6485813  -1.24376396 -0.77753578  0.51140463],[ 0.7969416   0.6040564   0.3212341  -0.9469998  -0.7775358   0.51140463],[0.35143825 0.29286692 0.35569486],159,1,1,38,False
161,[ 0.31843073 -0.28784768  1.49652611 -2.81403606],[ 0.9497279   0.31307656  0.9588571  -0.2838891   1.4965261  -2.8140361 ],[0.44605246 0.31332034 0.24062724],156,2,2,35,False
162,[ 0.56885264 -0.78996085  0.95021363 -2.10705959],[ 0.8425196   0.5386657   0.70387316 -0.7103257   0.9502136  -2.1070595 ],[0.42824838 0.31083703 0.26091462],161,0,2,36,False
163,[ 0.68415529 -1.10869774  0.18685456 -1.05633563],[ 0.7749532   0.6320186   0.44582757 -0.8951189   0.18685456 -1.0563356 ],[0.39696106 0.30446336 0.29857567],162,0,2,37,False
164,[ 0.63265664 -1.18056744 -0.68860945  0.33788104],[ 0.8064595   0.5912893   0.38040012 -0.92482203 -0.6886094   0.33788103],[0.35353705 0.29400516 0.35245776],163,1,2,38,False
165,[ 0.40773599 -0.94611484 -1.52742545  1.99586486],[ 0.9180209   0.39653194  0.5848389  -0.8111494  -1.5274254   1.9958649 ],[0.281075   0.29654667 0.42237836],164,2,0,39,False
166,[ 0.34455239 -0.35540256  1.74561762 -3.46269895],[ 0.9412267  0.3377754  0.9375065 -0.3479678  1.7456176 -3.462699 ],[0.45927978 0.311899   0.2288213 ],156,0,0,35,False
167,[ 0.62338253 -0.93574336  0.98807908 -2.25094087],[ 0.8119084  0.5837848  0.5932202 -0.8050403  0.9880791 -2.2509408],[0.43313444 0.30981773 0.2570479 ],166,1,2,36,False
168,[ 0.72937977 -1.2435736   0.06511093 -0.82188169],[ 0.7455879   0.66640735  0.32141438 -0.94693863  0.06511094 -0.8218817 ],[0.39309192 0.3010941  0.30581406],167,1,2,37,False
169,[ 0.64182828 -1.23725948 -0.92322429  0.88509478],[ 0.80100256  0.5986609   0.327387   -0.9448903  -0.9232243   0.88509476],[0.33913302 0.29220265 0.36866435],168,2,0,38,False
170,[ 0.37039542 -0.88904932 -1.75558232  2.58301223],[ 0.9321843   0.36198407  0.6301505  -0.77647305 -1.7555823   2.5830123 ],[0.25064117 0.2996648  0.449694  ],169,2,3,39,False
171,[ 0.634951   -0.96635203  1.09530296 -2.53998737],[ 0.80510074  0.59313804  0.5683049  -0.82281804  1.0953029  -2.5399873 ],[0.4375818  0.31068462 0.2517335 ],166,0,2,36,False
172,[ 0.76895028 -1.35367512  0.23180828 -1.32082021],[ 0.71864104  0.6953812   0.21541932 -0.9765217   0.23180829 -1.3208202 ],[0.41025016 0.304048   0.28570184],171,0,2,37,False
173,[ 0.72793951 -1.49339663 -0.62874186 -0.0753533 ],[ 0.7465469   0.6653328   0.07732245 -0.9970061  -0.62874186 -0.0753533 ],[0.37120938 0.29947168 0.32931894],172,0,2,38,False
174,[ 0.50941005 -1.33225433 -1.5211538   1.68770608],[ 0.87303233  0.4876623   0.23628616 -0.9716835  -1.5211538   1.6877061 ],[0.30384374 0.29778904 0.39836723],173,2,0,39,False
175,[ 0.13619743 -0.82085889 -2.16092003  3.38714575],[ 0.99073946  0.13577674  0.681593   -0.73173153 -2.1609201   3.3871458 ],[0.2142599  0.30096942 0.48477072],174,2,1,40,False
176,[ 0.6117271  -0.90496057  0.87919213 -1.95866642],[ 0.8186574  0.5742822  0.6177166 -0.7864008  0.8791921 -1.9586664],[0.42703253 0.30821776 0.2647498 ],166,2,2,36,False
177,[ 0.69905773 -1.15969464 -0.01225624 -0.5813828 ],[ 0.76544887  0.6434967   0.39961946 -0.9166811  -0.01225624 -0.5813828 ],[0.38435367 0.2991894  0.31645694],176,1,2,37,False
178,[ 0.59877966 -1.10882367 -0.97353482  1.08977436],[ 0.82602406  0.5636349   0.44571486 -0.895175   -0.9735348   1.0897744 ],[0.32946628 0.29204798 0.3784857 ],177,2,0,38,False
179,[ 0.32017161 -0.72551218 -1.77309518  2.71365658],[ 0.94918144  0.31472945  0.7481597  -0.6635187  -1.7730951   2.7136567 ],[0.23967244 0.29901254 0.46131504],178,2,2,39,False
180,[-0.05905739 -0.12651158 -1.92270712  3.10026401],[ 0.9982566  -0.05902307  0.9920081  -0.12617438 -1.9227071   3.100264  ],[0.2115069  0.3090165  0.47947666],179,0,3,40,False
181,[ 0.05235822 -0.42978973 -1.95581991  3.06137273],[ 0.9986296   0.0523343   0.9090534  -0.41667965 -1.95582     3.0613728 ],[0.21645138 0.30298662 0.48056197],165,1,2,40,False
182,[-0.32221202  0.17278474 -1.68663724  2.76616132],[ 0.9485373  -0.3166655   0.9851098   0.17192629 -1.6866373   2.7661612 ],[0.22581074 0.31557456 0.4586147 ],181,0,2,41,False
183,[-0.59959179  0.64430637 -1.02690848  1.84843119],[ 0.82556605 -0.56430554  0.79951656  0.600644   -1.0269085   1.8484312 ],[0.27221432 0.31972927 0.4080564 ],182,1,2,42,False
184,[-0.72972722  0.92202877 -0.25347845  0.90028168],[ 0.74535626 -0.6666663   0.60420483  0.79682904 -0.25347844  0.90028167],[0.3242034  0.32120222 0.35459438],183,2,2,43,False
185,[-0.67625595  0.93986177  0.77778711 -0.72274797],[ 0.7799215  -0.6258774   0.58989966  0.8074766   0.7777871  -0.722748  ],[0.38177708 0.31979814 0.2984248 ],184,0,2,44,False
186,[-0.3244051  -0.02532743 -2.32660807  4.33178   ],[ 0.9478405  -0.318745    0.99967927 -0.02532472 -2.3266082   4.33178   ],[0.16730447 0.30266163 0.53003395],175,2,0,41,False
187,[-0.7228831   0.75753643 -1.55415356  3.29821354],[ 0.74990153 -0.66154945  0.726531    0.68713367 -1.5541536   3.2982135 ],[0.20421837 0.3317182  0.4640634 ],186,1,0,42,False
188,[-0.91419803  1.23462127 -0.34820235  1.47439285],[ 0.610426   -0.7920733   0.3298787   0.9440233  -0.34820235  1.4743929 ],[0.29006195 0.33322307 0.37671503],187,0,2,43,False
189,[-0.87338149  1.37734853  0.7439319  -0.05096485],[ 0.6422383  -0.76650506  0.19224352  0.98134726  0.7439319  -0.05096485],[0.35739172 0.32734236 0.31526595],188,1,1,44,False
190,[-0.62632576  1.21033647  1.6904707  -1.62546516],[ 0.8101867  -0.5861719   0.35270458  0.93573475  1.6904707  -1.6254652 ],[0.4194623  0.3203737  0.26016408],189,1,3,45,False
191,[-0.73511354  0.78947808 -1.6671599   3.59809726],[ 0.7417546  -0.6706714   0.70421594  0.70998585 -1.6671599   3.5980973 ],[0.19576645 0.33060503 0.47362858],186,2,0,42,False
192,[-0.94520169  1.31964062 -0.42417462  1.71204523],[ 0.5855794  -0.81061506  0.24852358  0.96862584 -0.4241746   1.7120452 ],[0.27855963 0.33680397 0.38463634],191,0,2,43,False
193,[-0.91613132  1.5058826   0.70181326  0.14891977],[ 0.6088935  -0.79325193  0.06486815  0.99789387  0.7018133   0.14891976],[0.34788612 0.33194387 0.32017002],192,1,2,44,False
194,[-0.67450153  1.37525626  1.67745057 -1.46547879],[ 0.7810183  -0.6245081   0.19429635  0.9809429   1.6774505  -1.4654788 ],[0.4120584  0.3225019  0.26543972],193,1,2,45,False
195,[-0.2647149   0.91972007  2.36020638 -3.05475579],[ 0.9651671  -0.2616341   0.60604286  0.795432    2.3602064  -3.0547557 ],[0.45216635 0.31773126 0.2301024 ],194,1,0,46,False
196,[ 0.23656232  0.19686622  2.5377382  -3.95974598],[ 0.9721494   0.23436208  0.98068434  0.19559704  2.5377383  -3.959746  ],[0.4806585  0.29687613 0.22246534],195,1,0,47,False
197,[ 0.70605688 -0.58044803  2.03198596 -3.56475632],[ 0.76092625  0.6488384   0.83621705 -0.5483986   2.031986   -3.5647564 ],[0.466957   0.29853    0.23451294],196,0,0,48,False
198,[ 1.0043327  -1.14257824  0.91737428 -2.03028091],[ 0.53665143  0.84380406  0.41525045 -0.9097071   0.91737425 -2.0302808 ],[0.42799562 0.3008231  0.27118126],197,1,2,49,False
199,[ 1.05867725 -1.36893097 -0.36967199 -0.24273107],[ 0.49002555  0.87170804  0.20049715 -0.9796943  -0.369672   -0.24273106],[0.37528938 0.29961854 0.32509208],198,2,2,50,False
200,[ 0.87089277 -1.26255809 -1.48648768  1.32583036],[ 0.64414394  0.7649043   0.30338037 -0.95286953 -1.4864876   1.3258303 ],[0.31714216 0.3015578  0.38130006],199,1,3,51,False
201,[-0.64392156  1.30186368 -0.27216438  1.16507238],[ 0.79974765 -0.6003363   0.2657026   0.96405506 -0.27216437  1.1650723 ],[0.3120572  0.3266192  0.36132357],148,2,2,31,False
202,[-0.61455517  1.39267937  0.55393777 -0.25389853],[ 0.81703    -0.5765951   0.17717664  0.9841791   0.5539378  -0.25389853],[0.36731687 0.32162482 0.3110583 ],201,1,2,32,False
203,[-0.44010362  1.22831504  1.16161713 -1.37748887],[ 0.90470755 -0.4260332   0.33582532  0.9419243   1.1616172  -1.3774889 ],[0.41302407 0.31721458 0.26976135],202,2,1,33,False
204,[-0.16510082  0.85223864  1.54120736 -2.33126889],[ 0.9864018  -0.16435178  0.6582996   0.752756    1.5412073  -2.3312688 ],[0.44476253 0.3157414  0.23949611],203,2,2,34,False
205,[ 0.17690625  0.26700813  1.80500543 -3.38900998],[ 0.9843929   0.17598496  0.9645646   0.26384678  1.8050054  -3.38901   ],[0.46300307 0.3139451  0.22305183],204,0,0,35,False
206,[ 0.68044697 -0.51437807  1.78959558 -2.93648069],[ 0.7772916   0.6291405   0.87059885 -0.4919935   1.7895956  -2.9364808 ],[0.44488418 0.3092681  0.24584776],196,2,2,48,False
207,[ 0.94915925 -0.99757885  0.85764328 -1.84872326],[ 0.58236676  0.8129262   0.5423381  -0.84016037  0.8576433  -1.8487233 ],[0.4237097  0.30150744 0.27478287],206,0,2,49,False
208,[ 1.01553671 -1.24831536 -0.19942725 -0.65154361],[ 0.5271639   0.84976363  0.3169206  -0.94845206 -0.19942725 -0.6515436 ],[0.38126338 0.30050224 0.3182344 ],207,0,2,50,False
209,[ 0.85247368 -1.19921318 -1.40946964  1.15940748],[ 0.6581227  0.7529107  0.363091  -0.9317537 -1.4094696  1.1594075],[0.3215334  0.30068347 0.37778306],208,2,2,51,False
210,[ 0.48644774 -0.83604165 -2.19745623  2.44589994],[ 0.88399905  0.46748865  0.67040515 -0.7419952  -2.1974561   2.4459    ],[0.2516116  0.29891303 0.4494754 ],209,0,3,52,False
211,[-0.7105792   0.72544172 -1.43958098  2.99517778],[ 0.7579842  -0.6522729   0.74820644  0.66346604 -1.439581    2.9951777 ],[0.21564794 0.33021033 0.45414183],186,0,1,42,False
212,[-0.90382402  1.20603311 -0.46750975  1.78278974],[ 0.61860996 -0.78569824  0.3567281   0.9342083  -0.46750975  1.7827897 ],[0.27591002 0.3353535  0.38873646],211,2,2,43,False
213,[-0.89449343  1.43493124  0.55398396  0.49893993],[ 0.625914   -0.7798921   0.13544749  0.9907845   0.553984    0.49893993],[0.33603263 0.3323788  0.33158857],212,2,1,44,False
214,[-0.69036621  1.40174192  1.45284834 -0.83724486],[ 0.77101284 -0.6368196   0.1682503   0.9857443   1.4528483  -0.83724487],[0.38805023 0.32210526 0.28984454],213,2,0,45,False
215,[-0.31346575  1.046758    2.25972936 -2.69824101],[ 0.9512706  -0.30835736  0.50038064  0.86580557  2.2597294  -2.698241  ],[0.4444006  0.32003605 0.23556335],214,0,3,46,False
216,[-0.29874865 -0.0920748  -2.07341855  3.67304886],[ 0.9557055  -0.29432452  0.99576414 -0.09194475 -2.0734186   3.673049  ],[0.18741797 0.30983683 0.5027451 ],175,0,0,41,False
217,[-0.65646947  0.5814617  -1.41007192  2.88262317],[ 0.7921519  -0.61032397  0.8356607   0.549246   -1.410072    2.8826232 ],[0.21838455 0.3293809  0.45223454],216,1,2,42,False
218,[-0.85089729  1.05300348 -0.50275479  1.78833305],[ 0.6593088  -0.7518723   0.49496353  0.86891377 -0.5027548   1.788333  ],[0.27513745 0.33309674 0.39176586],217,2,2,43,False
219,[-0.84289462  1.2620166   0.57427798  0.29708231],[ 0.66530454 -0.7465721   0.3038963   0.95270514  0.574278    0.2970823 ],[0.34742734 0.3264936  0.3260791 ],218,1,2,44,False
220,[-0.63936552  1.1961155   1.4282355  -0.95860421],[ 0.8024745  -0.5966864   0.36597553  0.9306245   1.4282355  -0.9586042 ],[0.39492264 0.31933534 0.28574196],219,2,3,45,False
221,[ 0.34246836 -0.78554915 -1.5462487   2.10221335],[ 0.9419286   0.33581313  0.707      -0.7072135  -1.5462487   2.1022134 ],[0.27058566 0.29714507 0.4322693 ],178,0,0,39,False
222,[-0.02056753 -0.23449383 -2.00524907  3.27731663],[ 0.9997885  -0.02056608  0.97263205 -0.2323507  -2.005249    3.2773166 ],[0.20590164 0.30533543 0.48876294],221,2,0,40,False
223,[-0.40276966  0.40794128 -1.71064092  2.94239028],[ 0.9199789  -0.39196786  0.9179395   0.39672038 -1.7106409   2.9423902 ],[0.21760906 0.31907338 0.46331754],222,1,2,41,False
224,[-0.6833261   0.91432044 -1.04029131  2.03819482],[ 0.775477   -0.63137585  0.61032903  0.792148   -1.0402913   2.038195  ],[0.26283854 0.3263015  0.41085994],223,2,2,42,False
225,[-0.79565139  1.18041906 -0.07359968  0.61812583],[ 0.6998196  -0.7143196   0.38053733  0.9247656  -0.07359968  0.61812586],[0.33311626 0.32386777 0.34301597],224,1,3,43,False
226,[-0.64375011  0.54847044 -1.28984025  2.56772534],[ 0.7998506  -0.60019916  0.853323    0.52138263 -1.2898402   2.5677254 ],[0.231945   0.32783186 0.4402231 ],216,0,2,42,False
227,[-0.80687646  0.93482903 -0.31826321  1.26354136],[ 0.6917574  -0.72212994  0.593956    0.80449754 -0.3182632   1.2635413 ],[0.30443332 0.3257818  0.36978492],226,1,1,43,False
228,[-0.77938887  1.07780979  0.5879171   0.15521921],[ 0.7113432  -0.7028448   0.4732589   0.8809234   0.5879171   0.15521921],[0.3565045  0.32183796 0.3216575 ],227,2,2,44,False
229,[-0.5790323   0.99418223  1.38333466 -0.98718133],[ 0.83699256 -0.5472142   0.5451886   0.8383134   1.3833346  -0.9871813 ],[0.39886835 0.31664258 0.28448913],228,2,2,45,False
230,[-0.23366238  0.66189232  2.00817444 -2.27897733],[ 0.97282493 -0.23154192  0.7888306   0.6146107   2.0081744  -2.2789774 ],[0.43888384 0.31270397 0.24841222],229,1,3,46,False
231,[ 0.69327665 -0.54746948  1.91142436 -3.25201746],[ 0.76915616  0.63906085  0.85384446 -0.52052826  1.9114244  -3.2520175 ],[0.45503032 0.30386516 0.24110447],196,1,0,48,False
232,[ 0.95993328 -1.02555368  0.72776447 -1.51102676],[ 0.57357466  0.8191533   0.51862556 -0.85500145  0.7277645  -1.5110267 ],[0.4150128  0.2998007  0.28518653],231,2,1,49,False
233,[ 0.98109459 -1.15492342 -0.51324163  0.21575048],[ 0.5561132   0.8311066   0.4039886  -0.91476405 -0.51324165  0.21575049],[0.36177245 0.29299292 0.34523466],232,2,0,50,False
234,[ 0.75933809 -0.93464057 -1.68174081  2.00117952],[ 0.72529185  0.6884415   0.59410757 -0.8043856  -1.6817408   2.0011795 ],[0.28247145 0.2975503  0.41997826],233,2,0,51,False
235,[ 0.34844996 -0.42258099 -2.35266496  3.0222185 ],[ 0.9399031   0.34144133  0.9120335  -0.41011578 -2.352665    3.0222185 ],[0.21874647 0.29979613 0.48145732],234,0,3,52,False
236,[ 0.22410199  0.22964093  2.41307307 -3.63275169],[ 0.97499406  0.2222309   0.9737482   0.22762789  2.413073   -3.6327517 ],[0.47009614 0.30247605 0.22742772],195,2,0,47,False
237,[ 0.67311903 -0.49328728  1.95893945 -3.3640706 ],[ 0.781881    0.62342775  0.880781   -0.47352383  1.9589394  -3.3640707 ],[0.45860925 0.30255672 0.23883405],236,0,2,48,False
238,[ 0.97319274 -1.05626296  0.99674283 -2.21051928],[ 0.562663    0.8266864   0.4921287  -0.87052244  0.99674284 -2.2105193 ],[0.43104854 0.30192992 0.26702154],237,0,2,49,False
239,[ 1.0631702  -1.37271627 -0.10340762 -0.95026427],[ 0.4861041   0.8739009   0.1967873  -0.9804462  -0.10340761 -0.9502643 ],[0.3913784 0.301694  0.3069276],238,0,1,50,False
240,[ 0.91590166 -1.38050008 -1.34671276  0.88932308],[ 0.6090757   0.7931121   0.1891498  -0.98194826 -1.3467127   0.88932306],[0.33462858 0.3038448  0.3615266 ],239,2,3,51,False
241,[-0.66913053  0.61432843 -1.52891128  3.19463926],[ 0.7843613 -0.6203042  0.8171607  0.5764099 -1.5289112  3.1946392],[0.20614469 0.33061677 0.4632385 ],216,2,2,42,False
242,[-0.88296376  1.13984736 -0.57673723  2.0176034 ],[ 0.6348641  -0.77262384  0.4177332   0.90856975 -0.5767372   2.0176034 ],[0.26455793 0.3364608  0.39898133],241,2,2,43,False
243,[-0.89506025  1.41572187  0.45159881  0.73311281],[ 0.62547183 -0.7802468   0.15445367  0.98800004  0.45159882  0.7331128 ],[0.32643068 0.33412078 0.33944845],242,2,2,44,False
244,[-0.69192527  1.37775187  1.54288951 -1.1214533 ],[ 0.77001905 -0.6380209   0.19184768  0.9814247   1.5428895  -1.1214533 ],[0.39874384 0.32238212 0.27887398],243,0,2,45,False
245,[-0.29681745  0.96447376  2.352613   -2.99365804],[ 0.9562722  -0.29247832  0.5698494   0.82174915  2.352613   -2.993658  ],[0.45061716 0.3185751  0.23080775],244,0,2,46,False
246,[-0.41574142  0.4414513  -1.83372379  3.26216125],[ 0.91481715 -0.4038683   0.90413254  0.42725208 -1.8337238   3.2621613 ],[0.20387308 0.32121184 0.47491506],222,2,2,41,False
247,[-0.71641823  1.00186106 -1.11670398  2.25778288],[ 0.75416267 -0.6566877   0.53873533  0.84247506 -1.116704    2.257783  ],[0.2523824  0.32904816 0.41856948],246,2,2,42,False
248,[-0.84991792  1.3321942  -0.2052945   1.03793389],[ 0.6600448  -0.75122625  0.23634459  0.9716693  -0.2052945   1.037934  ],[0.31213    0.32968757 0.3581825 ],247,2,2,43,False
249,[-0.78905672  1.38976616  0.80024226 -0.46455924],[ 0.70451504 -0.709689    0.180043    0.98365873  0.80024225 -0.46455926],[0.369969   0.32452217 0.30550882],248,1,2,44,False
250,[-0.52974593  1.11675788  1.76031137 -2.27163706],[ 0.8629355 -0.5053141  0.4385984  0.8986832  1.7603114 -2.271637 ],[0.43646735 0.322176   0.24135667],249,0,3,45,False
